"Year","Date","Subregion","Habitat","SiteID","Site","Station","Species","Sp.Name","Diameter","Height","X.OLD","X.RECENT","TISSUE_ISOLATES","Conditions","Trim_Conditions","LTA_cm2","fYear"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","SMIC",NA,2,1,5,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","EFAS",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","SSID",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","891","SMIC",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","SSID",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","MMEA",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","SSID",NA,3,2,10,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","SMIC",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","DSTO",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","892","SMIC",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","893","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","893","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","893","DSTR",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","MCAV",NA,3,2,50,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SSID",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SMIC",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SSID",NA,3,1,0,0,1,"PAL",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SMIC",NA,3,1,0,0,1,"SED",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","DSTO",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SSID",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/9/2018","BC","Outer",NA,"Broward County 3","894","SMIC",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","PPOR",NA,3,3,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","MCAV",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,2,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,2,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","MCAV",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","PAST",NA,3,3,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","PAST",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","MCAV",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,3,1,3,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","11","SSID",NA,3,1,10,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,1,20,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","SMIC",NA,3,1,2,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PPOR",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,1,2,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,2,5,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PPOR",NA,3,3,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","12","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","AFRA",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PPOR",NA,2,1,10,80,1,"PRD",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","SSID",NA,3,1,0,0,1,"PAL",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PPOR",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PPOR",NA,3,2,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PPOR",NA,3,4,0,10,1,"PRD",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","13","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SSID",NA,3,1,30,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","SSID",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","PPOR",NA,3,1,30,0,1,"0",NA,NA,"2018"
2018,"6/20/2018","BC","Inner",NA,"Broward County 4","14","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","MCAV",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","SMIC",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","SMIC",NA,3,1,10,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","PPOR",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","PPOR",NA,3,2,5,0,NA,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","21","PPOR",NA,2,1,0,0,NA,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","22","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","22","SSID",NA,3,1,15,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","22","SSID",NA,2,2,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","22","SMIC",NA,3,2,25,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","22","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","23","DSTO",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","23","DSTO",NA,3,1,0,0,1,"PBL",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","23","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","23","MCAV",NA,3,1,10,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","23","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","24","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","24","SSID",NA,3,1,0,0,1,"PBL",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","24","SSID",NA,2,1,10,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","24","PPOR",NA,3,2,10,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Middle",NA,"Broward County 5","24","MCAV",NA,3,1,0,0,1,"PAL",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","31","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","31","SSID",NA,3,2,0,0,1,"BLH",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","31","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","31","MCAV",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","32","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","32","SMIC",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","33","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","33","MMEA",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","34","MCAV",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","34","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","34","SSID",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","34","SSID",NA,3,1,5,0,1,"0",NA,NA,"2018"
2018,"8/15/2018","BC","Outer",NA,"Broward County 6","34","SCUB",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","911","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","911","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","911","AAGA",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","911","AAGA",NA,3,1,2,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","911","PPOR",NA,3,3,80,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","911","SSID",NA,3,1,70,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"PAL",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,5,0,1,"BLH",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"BLH",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,10,0,2,"DSD",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"BLH",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,2,1,0,0,1,"BLH",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","PAST",NA,3,1,0,0,1,"0",NA,NA,"2018"
2018,"7/3/2018","DC","Inner",NA,"Dade County 1","912","SSID",NA,3,1,0,0,1,"0",NA,NA,"2018"
